file_name,add,Domain,Phyla,CARD,CAT,Comment,HORTUS,Latin_name,CAT_Description,description,link,video,ITA_names,ITA_descr,CAT_ITA_descrizione,Number,NL,NL_descriptie,CAT_NL_descriptie,English_name
57-totoro-velvet-worm,,,,Invertebrates,Worms,,,Eoperipatus totoro,,"""<p>The first specimen was caught in 2007.</p>
<p>The name Totoro was given by Japanese researchers who discovered it, because it reminded them of the Cat-bus from Miyazaki’s film My Neighbour Totoro.</p>
<p>Up to 6 cm long, despite its gentle appearance and name, it is a ferocious predator:</p> <p> from its head it ejects two horn-like protuberances which spray a sticky substance to trap any prey and swallow them.</p>""",https://www.youtube.com/watch?v=7zV-OhAl0Cc,https://www.youtube.com/watch?v=7zV-OhAl0Cc,Totoro verme vellutato,"""Il primo esemplare è stato catturato nel 2007.
Il nome Totoro è stato dato dai ricercatori giapponesi che lo hanno scoperto, perchè ricordava loro il Cat-bus del film di Miyazaki My Neighbour Totoro.
Lungo fino a 6 cm, nonostante l’aspetto e il nome gentili, è un feroce predatore: dalla testa espelle due protuberanze simili a corna che spruzzano una sostanza appiccicosa per intrappolare eventuali prede e inghiottirle.""",,57,Totoro fluweelworm,"""<p>Het eerste exemplaar werd in 2007 gevangen.</p> <p> De naam Totoro werd gegeven door Japanse onderzoekers die hem ontdekten, omdat deze hen deed denken aan de Cat-bus uit Miyazaki’s film My Neighbor Totoro.</p> <p> Ondanks zijn lengte van 6 cm en vriendelijke uiterlijk en naam is het een woest roofdier: vanuit zijn kop werpt het twee hoornachtige uitsteeksels uit die een kleverige substantie spuiten om elke prooi te vangen en door te slikken.</p>’’",,Totoro worm
58-shoe-horse-crab,,,,Invertebrates,Arthropods,,,Limulus polyphemus,,"""<p>Every spring on the same night when the tide is in, thousands of horseshoe crabs travel to the same beach to mate and lay their eggs.</p> <p> Every year, each female lays up to 100,000 eggs, which form the main food source for many coastal species.</p>
<p>These crabs are used to test the safety of vaccines: if following the vaccination there is a defense mechanism in their blood, it means that the product is not safe. 
If it wasn’t for them and this discovery, who knows how many people could have suffered much damage!</p>""",https://www.youtube.com/watch?v=oXVnuG3zO_0,https://www.youtube.com/watch?v=VgEbcQxFUu8,Limulo,"""Ogni primavera nella stessa notte, quando la marea è alta, migliaia di limuli viaggiano fino alla stessa spiaggia per accoppiarsi e deporre le uova. Ogni anno ciascuna femmina depone fino a 100.000 uova, che costituiscono la principale fonte di cibo per molte specie costiere.
Questi granchi vengono utilizzati per testare la sicurezza dei vaccini: se nel loro sangue è presente un meccanismo di difesa a seguito della vaccinazione, significa che il prodotto non è sicuro. Se non fosse stato per loro e per questa scoperta, chissà quante persone avrebbero potuto subire molti danni!""",,58,Atlantische degenkrab,"""<p>Elk voorjaar op dezelfde avond als het tij is, reizen duizenden degenkrabben naar hetzelfde strand om te paren en hun eieren te leggen. Elk jaar legt elk vrouwtje tot 100.000 eieren, die de belangrijkste voedselbron vormen voor veel kustdieren.</p> <p> Deze krabben worden gebruikt om de veiligheid van vaccins te testen: als er na de vaccinatie een afweermechanisme in hun bloed zit, betekent dit dat het product niet veilig is. Als zij en deze ontdekking er niet waren geweest, wie weet hoeveel mensen dan veel schade hadden kunnen lijden!</p>”",,Horseshoe crab
59-golden-scorpio,,,,Invertebrates,Arthropods,,,Scorpio maurus,,"""<p>Native to North Africa and the Middle East, these scorpions are not prone to sting unless provoked.</p>
<p>They build a hideout where they can stay during the day to avoid the severe desert heat.</p> <p> Being nocturnal animals, they go out at night to hunt prey or dig.</p>""",https://www.youtube.com/watch?v=vVWk-oz4Ffs,https://www.youtube.com/watch?v=vVWk-oz4Ffs,Scorpione dorato,"""Originari dal Nord Africa e Medio Oriente, questi scorpioni non sono inclini a pungere a meno che non vengano provocati.
Costruiscono un nascondiglio dove possono stare durante il giorno per evitare il forte caldo del deserto. Essendo animali notturni, la notte escono a cacciare prede o scavare. """,,59,Schorpioen,"""<p>Deze schorpioenen komen oorspronkelijk uit Noord-Afrika en het Midden-Oosten en zijn niet geneigd om te steken, tenzij ze worden geprovoceerd.</p> <p> Ze bouwen een schuilplaats waar ze overdag kunnen verblijven om de hevige woestijnhitte te vermijden. Als nachtdieren gaan ze 's nachts op pad om op prooien te jagen of te graven.</p>""",,Golden scorpio
60-dust-mite,,,,Invertebrates,Arthropods,,x,Dermatophagoides pteronyssinus,,"""<p>The translucent bodies of dust mites are nearly impossible to see without magnification.</p> <p> A typical mattress can contain tens of thousands of dust mites. Nearly 100,000 mites can live in a single square yard of carpet! </p> <p>They feed on skin flakes from humans and other animals, and on some mould.</p>""",https://www.youtube.com/watch?v=6k-0yaLrJjI,https://www.youtube.com/watch?v=6k-0yaLrJjI,Acari della polvere,I corpi traslucidi degli acari della polvere sono quasi impossibili da vedere senza ingrandimento. Un materasso tipico può contenere decine di migliaia di acari della polvere. Quasi 100.000 acari possono vivere in un solo metro quadrato di moquette! Si nutrono di scaglie di pelle umana e di altri animali e di alcune muffe.,,60,Huisstofmijt,"""<p>De doorschijnende lichamen van huisstofmijten zijn bijna onmogelijk te zien zonder vergroting.</p> <p> Een typische matras kan tienduizenden huisstofmijten bevatten. Bijna 100.000 mijten kunnen op één vierkante meter tapijt leven! Ze voeden zich met huidschilfers van mensen en andere dieren, en schimmel.</p>""",,Dust mite
61-cellar-spider,,,,Invertebrates,Arthropods,,x,Pholcus phalangioides,,"""<p>During the mating period they become very sociable, look for mates and lay 20-30 eggs.</p> 
<p>The offspring sever all ties with the parents as soon as she becomes efficient in foraging. </p>
<p>They are poisonous to their prey but not to humans.</p>""",https://www.youtube.com/watch?v=TGiNGhm0j2o,https://www.youtube.com/watch?v=TGiNGhm0j2o,Ragno da cantina,"""In periodo di accoppiamento diventano molto socievoli, cercano compagni e depongono 20-30 uova. La prole taglia ogni legame con i genitori appena diventa efficiente nella ricerca del cibo. Sono velenosi per le loro prede ma non per l’uomo.""",,61,Grote trilspin,"""<p>Tijdens de paarperiode worden ze erg sociaal, zoeken ze een partner en leggen ze 20-30 eieren. Het nageslacht verbreekt alle banden met de ouders zodra ze efficiënt wordt in het foerageren.</p> <p> Ze zijn giftig voor hun prooi, maar niet voor mensen.</p>""",,Cellar spider
62-black-tarantula,,,,Invertebrates,Arthropods,,,Xenesthis immanis,,"""<p>They are very aggressive tarantulas, native to Colombia/Venezuela.</p> <p> During the day they hide under rocks and debris and come out at night in search of prey.</p> <p> When they pierce its victim’s body, venom is injected that paralyzes and decomposes the prey’s body tissue, allowing them to suck out the liquefied entrails. They eat all kinds of prey: insects, snails, frogs and even other spiders.</p>
<p>Did you know that: they often keep tree frogs (Hamptophryne boliviana) as pets in their burrow: the spider protects the frog and its eggs from predators while the frog protects the spider’s eggs from ants.</p>""",https://www.youtube.com/watch?v=7rOvmN-qfaA,https://www.youtube.com/watch?v=7rOvmN-qfaA,Tarantola,"""Sono tarantole molto aggressive, originarie della Colombia/Venezuela. Di giorno si nascondono sotto rocce e detriti ed escono di notte in cerca di prede. Quando perforano il corpo della sua vittima, viene iniettato del veleno che paralizza e decompone il tessuto corporeo della preda, permettendo loro di risucchiare le viscere liquefatte. Mangiano ogni tipo di preda: insetti, lumache, rane e persino altri ragni.
Lo sapevate che: spesso tengono le raganelle (Hamptophryne boliviana) come animali domestici nella loro tana: il ragno protegge la rana e le sue uova dai predatori mentre la rana protegge le uova del ragno dalle formiche.""",,62,Vogelspin,"""<p>Het zijn zeer agressieve tarantula's, afkomstig uit Colombia/Venezuela.</p> <p> Overdag verstoppen ze zich onder rotsen en puin en komen 's nachts naar buiten op zoek naar een prooi. Wanneer ze het lichaam van het slachtoffer doorboren, wordt gif geïnjecteerd dat het lichaamsweefsel van de prooi verlamt en ontbindt, waardoor ze de vloeibaar gemaakte ingewanden eruit kunnen zuigen. Ze eten allerlei soorten prooien: insecten, slakken, kikkers en zelfs andere spinnen.</p> <p>Wist je dat: ze vaak boomkikkers (Hamptophryne boliviana) als huisdier in hun hol houden: de spin beschermt de kikker en zijn eieren tegen roofdieren, terwijl de kikker de eieren van de spin beschermt tegen mieren.</p>’’",,Black tarantula
63-animalia-arthrodopoda-Ethmostigmus Trigonopodus,,,,Invertebrates,Arthropods,,,Ethmostigmus Trigonopodus,,"""<p>This beautiful centipede can be up to 20 cm long and lives throughout African rainforests.</p> <p> Centipede literally means 100-footed, most centipedes don’t have 100 legs. Centipedes typically have one pair of legs per segment. An adult has between 30 and 354 legs.</p>""",https://www.youtube.com/watch?v=ox33ig8tcN4,https://www.youtube.com/watch?v=ox33ig8tcN4,Centipede dalle zampe blu,"""Questo bellissimo centipede può essere lungo fino a 20 cm e vive in tutte le foreste pluviali africane. 
Centipede significa letteralmente 100 piedi, la maggior parte dei centipedi non ha 100 zampe. I centipedi hanno tipicamente un paio di zampe per segmento. Un adulto ha tra 15 e 177 paia di zampe.""",,63,Blauwpootduizendpoot,"""<p>Deze prachtige duizendpoot kan tot 20 cm lang worden en leeft in de Afrikaanse regenwouden.</p> <p> Ondanks de naam hebben ze geen 1000 poten. Duizendpoten hebben doorgaans één paar poten per segment wat betekend dat een volwassen duizendpoot tussen de 30 en 354 poten heeft.</p>’’",,Blue legged centipede
64-animalia-black-millipedes,,,,Invertebrates,Arthropods,,,Alienostreptus bicoloripes,,"""<p>In 2010 in Vietnam an international team (from Thailand, Denmark, Austria, Russia and Belgium) discovered and described a totally new species and gave it their name.</p> <p> When it feels attacked it becomes very toxic.</p> <p> In appearance it looks a lot like a millipede that lives 1,500 km away in Borneo, but they are totally different animals:</p> <p> they evolved from different species. This mechanism is called species conversion.</p>""",https://www.youtube.com/watch?v=SjNQUOYtZC0,https://www.youtube.com/watch?v=SjNQUOYtZC0,Millepiede Bicolore,"""Nel 2010 in Vietnam un team internazionale (proveniente da Tailandia, Danimarca, Austria, Russia e Belgio) ha scoperto e descritto una specie totalmente nuova e le ha dato il suo nome. Quando si sente attaccato diventa molto tossico.
All’apparenza somiglia molto a un millepiedi che vive a 1.500 km di distanza nel Borneo, ma sono animali totalmente diversi: si sono evoluti da specie diverse. 
Questo meccanismo è chiamato la conversione di specie.""",,64,Duizendpoot,"""</p>In 2010 ontdekte en beschreef een internationaal team (uit Thailand, Denemarken, Oostenrijk, Rusland en België) in Vietnam een ​​totaal nieuwe soort en gaf deze zijn naam.</p> <p>Als hij zich aangevallen voelt, wordt hij erg giftig. Qua uiterlijk lijkt hij veel op een duizendpoot die 1500 km verderop in Borneo leeft, maar het zijn totaal verschillende dieren: ze zijn geëvolueerd uit verschillende soorten. Dit mechanisme heet convergente evolutie.</p>”",,Ghost Rider millipede
65-animalia-giant-tiger-prawn,,,,Invertebrates,Arthropods,,,Penaeus monodon,,"""<p>It is one of the most farmed prawns in the world for human consumption, due to its rapid growth.</p> <p> It can thrive in both salt and fresh water.</p> <p> They can be black, brown, blue, green, sometimes even pink or red, but also have an orange or red stripe on the back or a white belly, like a tiger: hence the name.</p>""",https://www.youtube.com/watch?v=0Nbeki6w-hM,https://www.youtube.com/watch?v=0Nbeki6w-hM,Gambero tigre,"""È uno dei di gamberi più allevati al mondo per il consumo umano a causa della sua rapida crescita. Può prosperare sia in acqua salata sia dolce.
Possono neri, marroni, blu, verdi, a volte anche rosa o rossi, ma anche avere una striscia arancione o rossa sul dorso o il ventre bianco, come una tigre: da qui il nome.""",,65,Grote tijgergarnaal,"""<p>Het is een van de meest gekweekte garnalen ter wereld voor menselijke consumptie, vanwege zijn snelle groei. Hij kan gedijen in zowel zout als zoet water.</p> <p> Ze kunnen zwart, bruin, blauw, groen en soms zelfs roze of rood zijn, maar hebben ook een oranje of rode streep op de rug of een witte buik, zoals een tijger: vandaar de naam.</p>""",,Giant tiger prawn
66-animalia-christmas-red-crab,,,,Invertebrates,Arthropods,,,Gecarcoidea natalis,,"""<p>It is a land crab endemic to Christmas Island in the Indian Ocean.</p>
<p>They normally live in burrows in the forest, but once a year all together (65 million crabs) leave and walk towards the coast to mate and lay their eggs. This takes at least a week. Males usually arrive before females.</p> <p> At the end of the incubation period, the females emerge from their burrows and release their eggs into the ocean, during the high tide of the last quarter moon.</p> <p> The adults then return to the forest, while the larvae spend 3-4 weeks in the sea and then return to the mainland as juvenile crabs.</p> 
<p>During this annual migration, roads and villages are found completely covered by the walking crabs. To ensure the safety of crabs and humans, infrastructure has been built such as a five-metre high crab bridge, underpasses and aluminum funnels.</p>""",https://www.youtube.com/watch?v=FOrQc3lxiBQ,https://www.youtube.com/watch?v=FOrQc3lxiBQ,Granchio rosso dell’isola di Natale,"""È un granchio di terra endemico dell’Isola di Natale, nell’Oceano Indiano.
Normalmente vivono in tane nella foresta, ma una volta all’anno tutti insieme (65 milioni di granchi) le abbandonano e camminano verso la costa per accoppiarsi e deporre le uova. Il tutto dura almeno una settimana. I maschi di solito arrivano prima delle femmine. Al termine del periodo di incubazione, le femmine escono dalle tane e rilasciano le uova nell’oceano, durante l’alta marea dell’ultimo quarto di luna. Gli adulti tornano poi nella foresta, mentre le larve trascorrono 3-4 settimane in mare per poi tornare sulla terraferma come giovani granchi.
Durante questa migrazione annuale, strade e villaggi si trovano completamente coperte dai granchi in cammino. Per garantire la sicurezza di granchi e umani, sono state costruite infrastrutture come un ponte per granchi alto cinque metri, sottopassagi e imbuti in alluminio.""",,66,Rode Krab,"""<p>Het is een landkrab die endemisch is voor Kersteiland in de Indische Oceaan.</p> <p> Normaal leven ze in holen in het bos, maar één keer per jaar vertrekken ze allemaal (65 miljoen krabben) en lopen richting de kust om te paren en hun eieren te leggen. Dit duurt minimaal een week. Mannetjes arriveren meestal eerder dan vrouwtjes.</p> <p> Aan het einde van de broedperiode komen de vrouwtjes uit hun holen en laten hun eieren los in de oceaan, tijdens de vloed van het laatste kwartier. De volwassenen keren dan terug naar het bos, terwijl de larven 3-4 weken in de zee doorbrengen en dan als jonge krabben terugkeren naar het vasteland.</p> <p> Tijdens deze jaarlijkse trek worden wegen en dorpen volledig bedekt aangetroffen door de wandelende krabben. Om de veiligheid van krabben en mensen te garanderen is er infrastructuur aangelegd zoals een vijf meter hoge krabbenbrug, onderdoorgangen en aluminium trechters.</p>”",,Christmas Island red crab
